local,plot,treatment,ID_plant,Species,family,life_form,av_dado_binario,dado_binario,av_leaf_damage,leaf_damage,av_ME,ME,av_MI,MI,av_PAT,PAT,av_MIN,MIN,av_GAL,GAL
CBO,11,A,E7,Asteraceae sp.,Asteraceae,indeterminate,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,11,A,F10,Heteropterys nitida,Malpighiaceae,liana,0.333333333,0,1.333333333,1,0,0,0.666666667,1,1,1,0,0,0,0
CBO,11,A,F11,Serjania communis,Sapindaceae,liana,0.666666667,1,1.333333333,1,0,0,1.333333333,1,0,0,0,0,0,0
CBO,11,A,F12,Goeppertia monophylla,Marantaceae,herb,1,1,2,2,0.333333333,0,1,1,0.666666667,1,0.333333333,0,0,0
CBO,11,A,F13,Melastomataceae sp. 1,Melastomataceae,indeterminate,0.666666667,1,2.666666667,3,0,0,0.666666667,1,2.333333333,2,0,0,0,0
CBO,11,A,F15,Melastomataceae sp. 1,Melastomataceae,indeterminate,0.666666667,1,2,2,0,0,0.666666667,1,1.333333333,1,0,0,0,0
CBO,11,A,F19,Serjania communis,Sapindaceae,liana,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0
CBO,11,A,F2,Serjania communis,Sapindaceae,liana,0.666666667,1,2.333333333,2,0,0,1.666666667,2,1.333333333,1,0,0,0,0
CBO,11,A,F20,Asteraceae sp. 1,Asteraceae,liana,0,0,1,1,0,0,1,1,0,0,0,0,0,0
CBO,11,A,F21,Euterpe edulis,Arecaceae,palm,0.333333333,0,1,1,0.666666667,1,0.333333333,0,0.333333333,0,0,0,0,0
CBO,11,A,F22,Euterpe edulis,Arecaceae,palm,0.333333333,0,1,1,0.333333333,0,0.666666667,1,0.333333333,0,0,0,0,0
CBO,11,A,F23,Goeppertia sp.,Marantaceae,herb,0.333333333,0,2.333333333,2,0.333333333,0,0,0,2,2,0,0,0,0
CBO,11,A,F4,Psychotria suterella,Rubiaceae,shrub,0.666666667,1,2,2,2,2,0,0,0,0,0,0,0,0
CBO,11,A,F5,Indeterminate sp.,Indeterminate,indeterminate,0.333333333,0,1.333333333,1,1.333333333,1,0,0,0,0,0,0,0,0
CBO,11,A,F6,Serjania communis,Sapindaceae,liana,0.666666667,1,2.333333333,2,0,0,0.666666667,1,2.333333333,2,0,0,0,0
CBO,11,F,2271,Euterpe edulis,Arecaceae,palm,0,0,1,1,0,0,0,0,0,0,1,1,0,0
CBO,11,F,2272,Indeterminate sp.,Indeterminate,indeterminate,0.666666667,1,2,2,1,1,0,0,1.333333333,1,0,0,0,0
CBO,11,F,D1,Araceae sp.,Araceae,herb,1,1,5,5,1.333333333,1,1.333333333,1,4.666666667,5,0,0,0,0
CBO,11,F,D10,Mollinedia cf.,Monimiaceae,tree,1,1,6,6,6,6,0,0,0,0,0,0,0,0
CBO,11,F,D11,Philodendron sp.,Araceae,herb,0.333333333,0,1.666666667,2,1,1,0.666666667,1,0.333333333,0,0,0,0,0
CBO,11,F,D12,Casearia cf.,Salicaceae,tree,0.333333333,0,2.333333333,2,0.333333333,0,2,2,0,0,0,0,0,0
CBO,11,F,D18,Euterpe edulis,Arecaceae,palm,0.666666667,1,1.666666667,2,0.333333333,0,0,0,1.333333333,1,0.333333333,0,0,0
CBO,11,F,D2,Indeterminate sp.,Indeterminate,indeterminate,0.333333333,0,1,1,0,0,0.333333333,0,0.666666667,1,0,0,0,0
CBO,11,F,D21,Myrtaceae cf.,Myrtaceae cf.,indeterminate,0.333333333,0,1.333333333,1,1.333333333,1,0,0,0,0,0,0,0,0
CBO,11,F,D26,Rubiaceae sp.,Rubiaceae,indeterminate,0.5,1,1.5,2,0.5,1,0.5,1,0.5,1,0,0,0,0
CBO,11,F,D27,Philodendron sp.,Araceae,herb,0,0,0.666666667,1,0,0,0.666666667,1,0,0,0,0,0,0
CBO,11,F,D28,Sloanea guianensis,Elaeocarpaceae,tree,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0
CBO,11,F,D29,Eugenia sp.,Myrtaceae,tree,0,0,1,1,1,1,1,1,0,0,0,0,0,0
CBO,11,F,D3,Goeppertia sp.,Marantaceae,herb,0,0,1,1,1,1,0,0,0,0,0,0,0,0
CBO,11,F,D4,Goeppertia sp.,Marantaceae,herb,0.666666667,1,1.666666667,2,0.333333333,0,1,1,0.333333333,0,0,0,0,0
CBO,11,F,D5,Indeterminate sp.,Indeterminate,indeterminate,0,0,1,1,0.666666667,1,0.333333333,0,0,0,0,0,0,0
CBO,11,F,D6,Indeterminate sp.,Indeterminate,indeterminate,1,1,2.333333333,2,1.666666667,2,0.666666667,1,0.333333333,0,0,0,0,0
CBO,11,F,D8,Indeterminate sp.,Indeterminate,indeterminate,0.666666667,1,1.666666667,2,0.333333333,0,0.666666667,1,0,0,0.666666667,1,0,0
CBO,11,F,D9,Indeterminate sp.,Indeterminate,indeterminate,0.666666667,1,2.666666667,3,0.333333333,0,2.333333333,2,0,0,0,0,0,0
CBO,11,F,E1,Leandra sp.,Melastomataceae,indeterminate,1,1,2.5,3,2,2,1,1,0.5,1,0,0,0,0
CBO,11,F,E11,Asteraceae sp.,Asteraceae,indeterminate,0.666666667,1,3,3,2.666666667,3,0.333333333,0,0,0,0.333333333,0,0,0
CBO,11,F,E13,Asteraceae sp.,Asteraceae,indeterminate,0.666666667,1,1.666666667,2,0,0,0.333333333,0,1.333333333,1,0,0,0,0
CBO,11,F,E18,Solanum cf. swartzianum,Solanaceae,tree,0.333333333,0,1.666666667,2,1.666666667,2,0,0,0,0,0,0,0,0
CBO,11,F,E20,Dichorisandra paranaensis,Commelinaceae,herb,1,1,3.666666667,4,2.666666667,3,0,0,0,0,1,1,0,0
CBO,11,F,E22,Asteraceae sp.,Asteraceae,indeterminate,1,1,6,6,1,1,0.333333333,0,0,0,6,6,0,0
CBO,11,F,E23,Euterpe edulis,Arecaceae,palm,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0
CBO,11,F,E25,Miconia sp.,Melastomataceae,indeterminate,0.333333333,0,1.333333333,1,0.666666667,1,0.333333333,0,0.666666667,1,0,0,0,0
CBO,11,F,E3,Leandra sp.,Melastomataceae,indeterminate,0.333333333,0,1.333333333,1,0,0,1,1,0.333333333,0,0,0,0,0
CBO,11,F,E4,Asteraceae sp.,Asteraceae,indeterminate,0.666666667,1,2.666666667,3,0,0,0.333333333,0,2.666666667,3,0,0,0,0
CBO,11,F,E6,Chusquea sp. 2,Poaceae,bamboo,0.5,1,1.5,2,1,1,0.5,1,0.5,1,0,0,0,0
CBO,11,F,E7,Asteraceae sp.,Asteraceae,indeterminate,1,1,2,2,0.333333333,0,0.666666667,1,1,1,0,0,0,0
CBO,11,F,F1,Serjania communis,Sapindaceae,liana,1,1,2.333333333,2,0,0,1.666666667,2,1.666666667,2,0,0,0,0
CBO,11,F,F11,Serjania communis,Sapindaceae,liana,0,0,1,1,0,0,0.333333333,0,0.666666667,1,0,0,0,0
CBO,11,F,F12,Goeppertia monophylla,Marantaceae,herb,0.5,1,1.5,2,0,0,1,1,1,1,0,0,0,0
CBO,11,F,F13,Melastomataceae sp. 1,Melastomataceae,indeterminate,0.333333333,0,2.333333333,2,0,0,1.666666667,2,1.666666667,2,0,0,0,0
CBO,11,F,F15,Melastomataceae sp. 1,Melastomataceae,indeterminate,0.333333333,0,1.333333333,1,0,0,1,1,0,0,0,0,0,0
CBO,11,F,F16,Goeppertia monophylla,Marantaceae,herb,1,1,3.666666667,4,0.666666667,1,0.666666667,1,3,3,0,0,0,0
CBO,11,F,F18,Serjania communis,Sapindaceae,liana,1,1,3.666666667,4,2,2,0.333333333,0,1.666666667,2,0,0,0,0
CBO,11,F,F2,Serjania communis,Sapindaceae,liana,1,1,3.666666667,4,0.333333333,0,2.666666667,3,2.333333333,2,0,0,0,0
CBO,11,F,F20,Asteraceae sp. 1,Asteraceae,liana,0.5,1,2,2,1.5,2,0.5,1,0.5,1,0,0,0,0
CBO,11,F,F21,Euterpe edulis,Arecaceae,palm,0.5,1,2,2,0.5,1,1,1,1,1,0,0,0,0
CBO,11,F,F3,Chusquea sp. 2,Poaceae,bamboo,0.333333333,0,1.666666667,2,0,0,1,1,1.333333333,1,0,0,0,0
CBO,11,F,F4,Psychotria suterella,Rubiaceae,shrub,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,11,F,F5,Indeterminate sp.,Indeterminate,indeterminate,0,0,0.666666667,1,0.333333333,0,0,0,0.333333333,0,0,0,0,0
CBO,11,F,F6,Serjania communis,Sapindaceae,liana,0.666666667,1,1.666666667,2,0.333333333,0,1,1,1.333333333,1,0,0,0,0
CBO,11,F,F7,Serjania communis,Sapindaceae,liana,1,1,3.666666667,4,2,2,1,1,2.333333333,2,0,0,0,0
CBO,12,A,2399,Schnella microstachya,Fabaceae,liana,1,1,4,4,4,4,0,0,0,0,0,0,0,0
CBO,12,A,2400,Polybotrya sp.,Dryopteridaceae,herb,1,1,3,3,2.666666667,3,0.333333333,0,0,0,0,0,0,0
CBO,12,A,2401,Sapotaceae sp.,Sapotaceae,tree,0.5,1,1.5,2,0.5,1,0.5,1,1,1,0,0,0,0
CBO,12,A,2436,Euterpe edulis,Arecaceae,palm,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,12,A,2437,Indeterminate sp.,Indeterminate,indeterminate,1,1,2.666666667,3,2.333333333,2,0,0,0.333333333,0,0,0,0,0
CBO,12,A,2438,Chrysophyllum sp.,Sapotaceae,tree,0.333333333,0,0.666666667,1,0.666666667,1,0,0,0,0,0,0,0,0
CBO,12,A,2439,Chrysophyllum sp.,Sapotaceae,tree,0.333333333,0,1.333333333,1,1,1,0.333333333,0,0,0,0,0,0,0
CBO,12,A,D17,Euterpe edulis,Arecaceae,palm,0.5,1,2,2,2,2,0.5,1,0.5,1,0,0,0,0
CBO,12,A,D19,Indeterminate sp.,Indeterminate,indeterminate,1,1,2,2,2,2,0,0,0,0,0,0,0,0
CBO,12,A,D20,Paullinia sp.,Sapindaceae,liana,0.5,1,2.5,3,2,2,0.5,1,0,0,0,0,0,0
CBO,12,A,D24,Indeterminate sp.,Indeterminate,indeterminate,1,1,4.5,5,0,0,4,4,1,1,0,0,0,0
CBO,12,A,D25,Rubiaceae sp.,Rubiaceae,indeterminate,0.5,1,2,2,1,1,1.5,2,0,0,0,0,0,0
CBO,12,A,D27,Philodendron sp.,Araceae,herb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,12,A,D30,Indeterminate sp.,Indeterminate,indeterminate,0,0,1,1,1,1,0,0,0,0,0,0,0,0
CBO,12,A,D32,Indeterminate sp.,Indeterminate,indeterminate,1,1,5,5,5,5,1,1,0,0,0,0,0,0
CBO,12,A,D34,Acanthaceae sp.,Acanthaceae,herb,0,0,1,1,0.5,1,0.5,1,0,0,0,0,0,0
CBO,12,A,D36,Ouratea sp.,Ochnaceae,shrub,0,0,1,1,0,0,1,1,0,0,0,0,0,0
CBO,12,A,D5,Indeterminate sp.,Indeterminate,indeterminate,1,1,4.666666667,5,3,3,1.666666667,2,2,2,0,0,0,0
CBO,12,A,E10,Euterpe edulis,Arecaceae,palm,0,0,0.5,1,0.5,1,0,0,0,0,0,0,0,0
CBO,12,A,E11,Asteraceae sp.,Asteraceae,indeterminate,0.666666667,1,1.333333333,1,1,1,0.333333333,0,0,0,0,0,0,0
CBO,12,A,E12,Miconia sp. 1,Melastomataceae,indeterminate,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,12,A,E13,Asteraceae sp.,Asteraceae,indeterminate,0,0,1,1,0.5,1,0.5,1,0,0,0,0,0,0
CBO,12,A,E14,Poaceae sp. 3,Poaceae,herb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,12,A,E15,Chusquea sp. 2,Poaceae,bamboo,0,0,1,1,0,0,1,1,0,0,0,0,0,0
CBO,12,A,E22,Asteraceae sp.,Asteraceae,indeterminate,0,0,1,1,0,0,1,1,0,0,0,0,0,0
CBO,12,A,E24,Chusquea sp. 2,Poaceae,bamboo,0.333333333,0,1,1,0.333333333,0,1,1,0,0,0,0,0,0
CBO,12,A,E4,Asteraceae sp.,Asteraceae,indeterminate,0.5,1,2.5,3,1.5,2,1,1,1.5,2,0,0,0,0
CBO,12,A,E9,Chusquea sp. 2,Poaceae,bamboo,1,1,2.333333333,2,0.666666667,1,1,1,1.666666667,2,0,0,0,0
CBO,12,A,F1,Serjania communis,Sapindaceae,liana,0,0,1,1,0,0,1,1,0,0,0,0,0,0
CBO,12,A,F12,Goeppertia monophylla,Marantaceae,herb,0.333333333,0,1.333333333,1,0.666666667,1,0.666666667,1,0.333333333,0,0,0,0,0
CBO,12,A,F13,Melastomataceae sp. 1,Melastomataceae,indeterminate,1,1,3.333333333,3,1,1,1,1,0,0,3,3,0,0
CBO,12,A,F14,Chusquea sp. 2,Poaceae,bamboo,1,1,3,3,2.666666667,3,0.333333333,0,0,0,0,0,0,0
CBO,12,A,F15,Melastomataceae sp. 1,Melastomataceae,indeterminate,0.333333333,0,1.333333333,1,1.333333333,1,0,0,0,0,0,0,0,0
CBO,12,A,F2,Serjania communis,Sapindaceae,liana,1,1,2,2,0.666666667,1,1.333333333,1,0,0,0,0,0,0
CBO,12,A,F20,Asteraceae sp. 1,Asteraceae,liana,1,1,3.666666667,4,0.333333333,0,0.666666667,1,2.666666667,3,1.333333333,1,0,0
CBO,12,A,F22,Euterpe edulis,Arecaceae,palm,1,1,3,3,3,3,1,1,0,0,0,0,0,0
CBO,12,A,F29,Euterpe edulis,Arecaceae,palm,1,1,3,3,3,3,1.5,2,0,0,0,0,0,0
CBO,12,A,F3,Chusquea sp. 2,Poaceae,bamboo,1,1,2.5,3,3,3,1,1,0,0,0,0,0,0
CBO,12,A,F30,Euterpe edulis,Arecaceae,palm,1,1,3,3,1.5,2,1,1,0,0,2,2,0,0
CBO,12,A,F36,Euterpe edulis,Arecaceae,palm,0,0,1,1,1,1,0,0,0,0,0,0,0,0
CBO,12,A,F4,Psychotria suterella,Rubiaceae,shrub,0.333333333,0,1.333333333,1,1.333333333,1,0.333333333,0,0.333333333,0,0,0,0,0
CBO,12,A,F43,Schnella microstachya,Fabaceae,liana,1,1,2,2,2,2,1,1,0,0,0,0,0,0
CBO,12,A,F5,Indeterminate sp.,Indeterminate,indeterminate,0.333333333,0,1.333333333,1,1.333333333,1,0.666666667,1,0,0,0,0,0,0
CBO,12,F,2334,Euterpe edulis,Arecaceae,palm,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0
CBO,12,F,2337,Schnella microstachya,Fabaceae,liana,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,12,F,2362,Euterpe edulis,Arecaceae,palm,1,1,3,3,2,2,1,1,0,0,0,0,0,0
CBO,12,F,2363,Schnella microstachya,Fabaceae,liana,1,1,3,3,2,2,2,2,0,0,0,0,0,0
CBO,12,F,2381,Indeterminate sp.,Indeterminate,indeterminate,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,12,F,D12,Casearia cf.,Salicaceae,tree,0.5,1,1,1,0,0,1,1,0,0,0,0,0,0
CBO,12,F,D14,Indeterminate sp.,Indeterminate,indeterminate,1,1,3.5,4,3.5,4,0.5,1,0,0,0,0,0,0
CBO,12,F,D15,Eugenia cf.,Myrtaceae,tree,0,0,1,1,0,0,1,1,0,0,0,0,0,0
CBO,12,F,D16,Indeterminate sp.,Indeterminate,indeterminate,1,1,4,4,3.666666667,4,0.333333333,0,1,1,0,0,0,0
CBO,12,F,D19,Indeterminate sp.,Indeterminate,indeterminate,0,0,1,1,1,1,1,1,0,0,0,0,0,0
CBO,12,F,D20,Paullinia sp.,Sapindaceae,liana,0.666666667,1,3.333333333,3,3.333333333,3,0,0,0,0,0,0,0,0
CBO,12,F,D21,Myrtaceae cf.,Myrtaceae cf.,indeterminate,1,1,3.5,4,3,3,0.5,1,0,0,0,0,0,0
CBO,12,F,D4,Goeppertia sp.,Marantaceae,herb,0.666666667,1,2.666666667,3,1,1,1,1,1.666666667,2,0,0,0,0
CBO,12,F,D5,Indeterminate sp.,Indeterminate,indeterminate,0.666666667,1,3,3,1.333333333,1,0.666666667,1,0,0,1.333333333,1,0.666666667,1
CBO,12,F,E1,Leandra sp.,Melastomataceae,indeterminate,0.666666667,1,3,3,0.666666667,1,1.333333333,1,2,2,0,0,0,0
CBO,12,F,E2,Leandra sp.,Melastomataceae,indeterminate,0.333333333,0,2.666666667,3,1,1,0.333333333,0,1.666666667,2,0,0,0,0
CBO,12,F,F1,Serjania communis,Sapindaceae,liana,0.666666667,1,2.666666667,3,1.666666667,2,0.666666667,1,1.333333333,1,0,0,0,0
CBO,12,F,F13,Melastomataceae sp. 1,Melastomataceae,indeterminate,1,1,3,3,2.5,3,1.5,2,0,0,0,0,0,0
CBO,12,F,F18,Serjania communis,Sapindaceae,liana,1,1,2,2,0.5,1,1.5,2,0,0,0,0,0,0
CBO,12,F,F2,Serjania communis,Sapindaceae,liana,0.666666667,1,2.333333333,2,0.333333333,0,1.333333333,1,0.666666667,1,0,0,0,0
CBO,12,F,F21,Euterpe edulis,Arecaceae,palm,1,1,4,4,4,4,0,0,0,0,0,0,0,0
CBO,12,F,F23,Goeppertia sp.,Marantaceae,herb,1,1,4,4,3,3,2,2,0,0,0,0,0,0
CBO,12,F,F24,Euterpe edulis,Arecaceae,palm,0,0,1,1,0,0,1,1,0,0,0,0,0,0
CBO,12,F,F27,Euterpe edulis,Arecaceae,palm,1,1,3,3,1.5,2,1.5,2,0,0,0,0,0,0
CBO,12,F,F3,Chusquea sp. 2,Poaceae,bamboo,0.5,1,3,3,0.5,1,2,2,1,1,0,0,0,0
CBO,12,F,F30,Euterpe edulis,Arecaceae,palm,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,12,F,F34,Euterpe edulis,Arecaceae,palm,0.666666667,1,1.666666667,2,1,1,0.666666667,1,0,0,0,0,0,0
CBO,12,F,F35,Euterpe edulis,Arecaceae,palm,1,1,4.5,5,4,4,1.5,2,0,0,0,0,0,0
CBO,12,F,F4,Psychotria suterella,Rubiaceae,shrub,0.666666667,1,2,2,0,0,0.333333333,0,0,0,2,2,0,0
CBO,12,F,F6,Serjania communis,Sapindaceae,liana,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,14,A,2520,Schnella sp. 2,Fabaceae,liana,0.333333333,0,2.333333333,2,0.333333333,0,2,2,0,0,0,0,0,0
CBO,14,A,2521,Chrysophyllum sp.,Sapotaceae,tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,14,A,2532,Schnella sp. 2,Fabaceae,liana,0.333333333,0,1.333333333,1,0,0,1.333333333,1,0,0,0,0,0,0
CBO,14,A,2533,Chrysophyllum sp.,Sapotaceae,tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,14,A,D10,Mollinedia cf.,Monimiaceae,tree,0,0,0.666666667,1,0.666666667,1,0,0,0.333333333,0,0,0,0,0
CBO,14,A,D12,Casearia cf.,Salicaceae,tree,0.333333333,0,2,2,1.666666667,2,0.333333333,0,0.666666667,1,0,0,0,0
CBO,14,A,D15,Eugenia cf.,Myrtaceae,tree,0.666666667,1,2.333333333,2,1.666666667,2,0.666666667,1,0,0,0.333333333,0,0,0
CBO,14,A,D2,Indeterminate sp.,Indeterminate,indeterminate,1,1,6,6,2,2,0,0,0,0,0,0,0,0
CBO,14,A,D20,Paullinia sp.,Sapindaceae,liana,0.333333333,0,2,2,1.333333333,1,0.666666667,1,0,0,0,0,0,0
CBO,14,A,D23,Sloanea cf.,Elaeocarpaceae,tree,0.666666667,1,3.333333333,3,2.333333333,2,0,0,1,1,0,0,0,0
CBO,14,A,D24,Indeterminate sp.,Indeterminate,indeterminate,1,1,5,5,1.666666667,2,4.666666667,5,0,0,0,0,0,0
CBO,14,A,D25,Rubiaceae sp.,Rubiaceae,indeterminate,0.5,1,1,1,1,1,0.5,1,0,0,0,0,0,0
CBO,14,A,D3,Goeppertia sp.,Marantaceae,herb,0.666666667,1,2.666666667,3,2,2,0,0,0.666666667,1,0,0,0,0
CBO,14,A,D5,Indeterminate sp.,Indeterminate,indeterminate,1,1,5.333333333,5,5.333333333,5,0,0,0,0,0,0,0,0
CBO,14,A,D8,Indeterminate sp.,Indeterminate,indeterminate,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,14,A,E1,Leandra sp.,Melastomataceae,indeterminate,0.666666667,1,3.333333333,3,1,1,1.333333333,1,2.666666667,3,0,0,0,0
CBO,14,A,E13,Asteraceae sp.,Asteraceae,indeterminate,0.333333333,0,1.666666667,2,0.333333333,0,0,0,1.333333333,1,0,0,0,0
CBO,14,A,E14,Poaceae sp. 3,Poaceae,herb,1,1,5,5,5,5,1,1,0,0,0,0,0,0
CBO,14,A,E17,Goeppertia monophylla,Marantaceae,herb,0,0,0.666666667,1,0.666666667,1,0,0,0,0,0,0,0,0
CBO,14,A,E2,Leandra sp.,Melastomataceae,indeterminate,0.333333333,0,2,2,0,0,1,1,1.333333333,1,0,0,0,0
CBO,14,A,E20,Dichorisandra paranaensis,Commelinaceae,herb,1,1,5.666666667,6,5.666666667,6,0,0,0,0,0,0,0,0
CBO,14,A,E21,Asteraceae sp.,Asteraceae,indeterminate,0,0,1,1,0.333333333,0,0.666666667,1,0.333333333,0,0,0,0,0
CBO,14,A,E22,Asteraceae sp.,Asteraceae,indeterminate,0.5,1,1,1,1,1,0.5,1,0,0,0,0,0,0
CBO,14,A,E23,Euterpe edulis,Arecaceae,palm,0.666666667,1,4,4,3.666666667,4,0.333333333,0,0,0,0,0,0,0
CBO,14,A,E3,Leandra sp.,Melastomataceae,indeterminate,0.666666667,1,2,2,0.666666667,1,0.333333333,0,0.666666667,1,0.333333333,0,0,0
CBO,14,A,F1,Serjania communis,Sapindaceae,liana,0.666666667,1,2.666666667,3,1,1,1.333333333,1,1,1,0,0,0,0
CBO,14,A,F10,Heteropterys nitida,Malpighiaceae,liana,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0
CBO,14,A,F11,Serjania communis,Sapindaceae,liana,0,0,1,1,0.333333333,0,0.666666667,1,0.333333333,0,0,0,0,0
CBO,14,A,F12,Goeppertia monophylla,Marantaceae,herb,0,0,0.666666667,1,0,0,0.333333333,0,0.333333333,0,0,0,0,0
CBO,14,A,F13,Melastomataceae sp. 1,Melastomataceae,indeterminate,0.333333333,0,1,1,0.333333333,0,1,1,0,0,0,0,0,0
CBO,14,A,F14,Chusquea sp. 2,Poaceae,bamboo,1,1,2,2,0.5,1,1.5,2,0,0,0,0,0,0
CBO,14,A,F15,Melastomataceae sp. 1,Melastomataceae,indeterminate,0,0,1,1,0,0,1,1,0,0,0,0,0,0
CBO,14,A,F2,Serjania communis,Sapindaceae,liana,1,1,4.5,5,2,2,1.5,2,2.5,3,2,2,0,0
CBO,14,A,F9,Psychotria sp.,Rubiaceae,indeterminate,0.333333333,0,1.333333333,1,1.333333333,1,0,0,0,0,0,0,0,0
CBO,14,F,2453,Cryptocarya mandioccana,Lauraceae,tree,0.5,1,1.5,2,1.5,2,0,0,0,0,0,0,0,0
CBO,14,F,2475,Myrtaceae sp.,Myrtaceae,tree,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0
CBO,14,F,2476,Psychotria sp.,Rubiaceae,indeterminate,1,1,2,2,0.666666667,1,1.333333333,1,0,0,0,0,0,0
CBO,14,F,2496,Schnella sp. 2,Fabaceae,liana,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0
CBO,14,F,D10,Mollinedia cf.,Monimiaceae,tree,1,1,3.666666667,4,2.333333333,2,2,2,1.666666667,2,0,0,0,0
CBO,14,F,D12,Casearia cf.,Salicaceae,tree,0.333333333,0,1,1,0.666666667,1,0,0,0.666666667,1,0,0,0,0
CBO,14,F,D15,Eugenia cf.,Myrtaceae,tree,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0
CBO,14,F,D18,Euterpe edulis,Arecaceae,palm,0.5,1,1.5,2,0.5,1,1,1,0.5,1,0,0,0,0
CBO,14,F,D2,Indeterminate sp.,Indeterminate,indeterminate,0.5,1,3,3,0,0,1.5,2,3,3,0,0,0,0
CBO,14,F,D23,Sloanea cf.,Elaeocarpaceae,tree,0.666666667,1,2.333333333,2,0.333333333,0,2,2,0.333333333,0,0,0,0,0
CBO,14,F,D24,Indeterminate sp.,Indeterminate,indeterminate,0,0,0.666666667,1,0.333333333,0,0.666666667,1,0,0,0,0,0,0
CBO,14,F,D25,Rubiaceae sp.,Rubiaceae,indeterminate,0.5,1,1.5,2,0,0,1.5,2,0,0,0,0,0,0
CBO,14,F,D26,Rubiaceae sp.,Rubiaceae,indeterminate,0,0,1,1,1,1,0,0,0,0,0,0,0,0
CBO,14,F,D3,Goeppertia sp.,Marantaceae,herb,1,1,2.666666667,3,1,1,1.666666667,2,0,0,0,0,0,0
CBO,14,F,D4,Goeppertia sp.,Marantaceae,herb,0.333333333,0,1.333333333,1,1,1,0.333333333,0,0,0,0,0,0,0
CBO,14,F,D9,Indeterminate sp.,Indeterminate,indeterminate,0.333333333,0,1.666666667,2,0.666666667,1,0,0,0.666666667,1,0,0,0,0
CBO,14,F,E1,Leandra sp.,Melastomataceae,indeterminate,1,1,2.5,3,2,2,0.5,1,0,0,0.5,1,0,0
CBO,14,F,E12,Miconia sp. 1,Melastomataceae,indeterminate,0.333333333,0,1.666666667,2,1.666666667,2,0,0,0,0,0,0,0,0
CBO,14,F,E14,Poaceae sp. 3,Poaceae,herb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,14,F,E15,Chusquea sp. 2,Poaceae,bamboo,0.333333333,0,1,1,0.333333333,0,0.666666667,1,0,0,0,0,0,0
CBO,14,F,E16,Dichorisandra paranaensis,Commelinaceae,herb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,14,F,E17,Goeppertia monophylla,Marantaceae,herb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,14,F,E18,Solanum cf. swartzianum,Solanaceae,tree,1,1,3,3,0.333333333,0,1,1,0,0,2,2,0,0
CBO,14,F,E20,Dichorisandra paranaensis,Commelinaceae,herb,0.333333333,0,1.666666667,2,0.333333333,0,0.333333333,0,1.333333333,1,0,0,0,0
CBO,14,F,E21,Asteraceae sp.,Asteraceae,indeterminate,0,0,1,1,0,0,1,1,1,1,0,0,0,0
CBO,14,F,E22,Asteraceae sp.,Asteraceae,indeterminate,1,1,3.666666667,4,3.333333333,3,1,1,0,0,0,0,0,0
CBO,14,F,E23,Euterpe edulis,Arecaceae,palm,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBO,14,F,E24,Chusquea sp. 2,Poaceae,bamboo,0.5,1,2.5,3,2.5,3,0,0,0,0,0,0,0,0
CBO,14,F,E29,Euterpe edulis,Arecaceae,palm,0.666666667,1,2.666666667,3,2.333333333,2,1,1,0,0,0,0,0,0
CBO,14,F,E31,Miconia sp.,Melastomataceae,indeterminate,0.666666667,1,2.666666667,3,2.666666667,3,0.333333333,0,0,0,0,0,0,0
CBO,14,F,E4,Asteraceae sp.,Asteraceae,indeterminate,0.666666667,1,1.666666667,2,1,1,1.333333333,1,0.333333333,0,0,0,0,0
CBO,14,F,E6,Chusquea sp. 2,Poaceae,bamboo,0.333333333,0,1.333333333,1,0.333333333,0,1,1,0,0,0,0,0,0
CBO,14,F,E7,Asteraceae sp.,Asteraceae,indeterminate,0.333333333,0,1.666666667,2,1.333333333,1,0.333333333,0,0,0,0,0,0,0
CBO,14,F,E8,Inga sessilis,Fabaceae,tree,0.666666667,1,3.333333333,3,0.333333333,0,1.666666667,2,2,2,0,0,0,0
